,index,energy,energy_error,gradient_error
85,85,-22331.03739624,0.00045,0.0082
86,86,-22331.03831826,0.00092,0.0049
87,87,-22331.03931593,0.001,0.006
88,88,-22331.04042996,0.0011,0.01
89,89,-22331.04180746,0.0014,0.011
90,90,-22331.04340023,0.0016,0.0089
91,91,-22331.04471527,0.0013,0.0072
92,92,-22331.04619691,0.0015,0.0089
93,93,-22331.04796685,0.0018,0.017
94,94,-22331.05026532,0.0023,0.023
95,95,-22331.05224865,0.002,0.012
96,96,-22331.05370667,0.0015,0.0096
97,97,-22331.05493609,0.0012,0.014
98,98,-22331.05670021,0.0018,0.018
99,99,-22331.05887068,0.0022,0.017
100,0,-22331.061493,0.0,0.011
101,1,-22331.06228042,0.00079,0.012
102,2,-22331.06316487,0.00088,0.012
103,3,-22331.06413397,0.00097,0.011
104,4,-22331.06500766,0.00087,0.0083
105,5,-22331.06557622,0.00057,0.0071
106,6,-22331.06666339,0.0011,0.0056
107,7,-22331.06744078,0.00078,0.0078
108,8,-22331.06805131,0.00061,0.0071
109,9,-22331.06880682,0.00076,0.0071
110,10,-22331.06938025,0.00057,0.0076
111,11,-22331.0700075,0.00063,0.0063
112,12,-22331.07046156,0.00045,0.007
113,13,-22331.07099071,0.00053,0.0053
114,14,-22331.07163148,0.00064,0.0071
115,15,-22331.07202343,0.00039,0.0054
116,16,-22331.07233149,0.00031,0.0045
117,17,-22331.07266136,0.00033,0.0042
118,18,-22331.07299835,0.00034,0.0059
119,19,-22331.07329988,0.0003,0.0044
120,20,-22331.07353566,0.00024,0.0031
121,21,-22331.07384116,0.00031,0.0045
122,22,-22331.07420253,0.00036,0.0044
123,23,-22331.07467596,0.00047,0.0052
124,24,-22331.07513924,0.00046,0.0042
125,25,-22331.07551761,0.00038,0.0048
126,26,-22331.0759485,0.00043,0.0038
127,27,-22331.07632364,0.00038,0.0062
128,28,-22331.07667308,0.00035,0.006
129,29,-22331.07709227,0.00042,0.0036
130,30,-22331.07746791,0.00038,0.0048
131,31,-22331.07778282,0.00031,0.0039
132,32,-22331.07810451,0.00032,0.0045
133,33,-22331.07841117,0.00031,0.0038
134,34,-22331.078637,0.00023,0.0035
135,35,-22331.07890953,0.00027,0.0027
136,36,-22331.07909389,0.00018,0.0038
137,37,-22331.07927545,0.00018,0.0033
138,0,-22331.07943149,0.0,0.0028
139,1,-22331.07951029,7.9e-05,0.002
140,2,-22331.07957715,6.7e-05,0.0016
141,3,-22331.07965902,8.2e-05,0.0044
142,4,-22331.07961826,4.1e-05,0.019
143,5,-22331.07971522,5.6e-05,0.0074
144,6,-22331.07979109,7.6e-05,0.0029
145,7,-22331.07986312,7.2e-05,0.0047
146,8,-22331.07993923,7.6e-05,0.0048
147,9,-22331.08002491,8.6e-05,0.0034
148,10,-22331.08010952,8.5e-05,0.0031
149,11,-22331.08015862,4.9e-05,0.0023
150,12,-22331.08024375,8.5e-05,0.0022
151,13,-22331.08032537,8.2e-05,0.0026
152,0,-22331.08038204,0.0,0.0021
153,1,-22331.08041174,3e-05,0.0025
154,2,-22331.08044855,3.7e-05,0.0036
155,3,-22331.08042737,2.1e-05,0.013
156,4,-22331.08046428,1.6e-05,0.003
157,5,-22331.08048861,2.4e-05,0.0018
158,6,-22331.08052498,3.6e-05,0.0022
159,7,-22331.08054906,2.4e-05,0.0019
160,8,-22331.08058829,3.9e-05,0.0019
161,9,-22331.08063056,4.2e-05,0.0022
162,10,-22331.08066518,3.5e-05,0.0023
163,11,-22331.08070063,3.5e-05,0.0018
164,12,-22331.08073268,3.2e-05,0.0017
165,13,-22331.08077448,4.2e-05,0.0023
166,14,-22331.08082961,5.5e-05,0.0028
167,15,-22331.08092046,9.1e-05,0.003
168,16,-22331.08103996,0.00012,0.0027
169,17,-22331.08116846,0.00013,0.0024
170,18,-22331.08132416,0.00016,0.0033
171,19,-22331.08147782,0.00015,0.0047
172,20,-22331.08170021,0.00022,0.0035
173,21,-22331.08193069,0.00023,0.0027
174,22,-22331.08208393,0.00015,0.0034
175,23,-22331.08222248,0.00014,0.0021
176,24,-22331.08236579,0.00014,0.0026
177,25,-22331.08250305,0.00014,0.0025
178,26,-22331.08264337,0.00014,0.0024
179,27,-22331.08276292,0.00012,0.0021
180,28,-22331.08291007,0.00015,0.0025
181,29,-22331.08303621,0.00013,0.0028
182,0,-22331.08317592,0.0,0.0035
183,1,-22331.08324199,6.6e-05,0.005
184,2,-22331.08330234,6e-05,0.0095
185,3,-22331.08334785,4.6e-05,0.0036
186,4,-22331.08339169,4.4e-05,0.0039
187,5,-22331.08344419,5.2e-05,0.0021
188,6,-22331.08349815,5.4e-05,0.0021
189,7,-22331.08355832,6e-05,0.002
190,8,-22331.08361938,6.1e-05,0.0018
191,9,-22331.08367283,5.3e-05,0.0016
192,10,-22331.08372583,5.3e-05,0.0014
193,11,-22331.08380815,8.2e-05,0.0021
194,12,-22331.08386993,6.2e-05,0.0027
195,13,-22331.08392792,5.8e-05,0.002
196,14,-22331.08399719,6.9e-05,0.0022
197,15,-22331.08405286,5.6e-05,0.0013
198,16,-22331.08411253,6e-05,0.002
199,17,-22331.08415665,4.4e-05,0.0026
200,18,-22331.08418687,3e-05,0.002
201,19,-22331.08421909,3.2e-05,0.0011
202,20,-22331.08424039,2.1e-05,0.0016
203,21,-22331.08426452,2.4e-05,0.0011
204,22,-22331.08428775,2.3e-05,0.001
205,23,-22331.08431433,2.7e-05,0.0011
206,24,-22331.084338,2.4e-05,0.0017
207,25,-22331.08435826,2e-05,0.0016
208,26,-22331.08438049,2.2e-05,0.0011
209,27,-22331.08440729,2.7e-05,0.00095
210,28,-22331.08443062,2.3e-05,0.00097
211,29,-22331.08445785,2.7e-05,0.0018
212,30,-22331.0844953,3.7e-05,0.0021
